Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2017-12-10 00:00:00,14601.01,15385,13011,14691,18487.98,263150668,14233.61
2017-12-11 00:00:00,14690.99,17270,14677.19,16470,16583.72,270203844.28,16293.32
2017-12-12 00:00:00,16470,17428.42,15967.29,16650.01,13517.89,227842348.7,16854.87
2017-12-13 00:00:00,16650.01,17107.03,15497.69,16250,17136.71,281640493.79,16434.93
2017-12-14 00:00:00,16245.02,16830.45,15852.69,16404.99,13409.52,219263192.46,16351.3
2017-12-15 00:00:00,16404.99,17934,16337.19,17471.5,18998.39,329337014.76,17335
2017-12-16 00:00:00,17477.98,19377,17269.99,19187.78,9761.22,179906034.64,18430.69
2017-12-17 00:00:00,19187.78,19666,18465,18953,9749.25,186310530.76,19110.24
2017-12-18 00:00:00,18953,19220,17835.2,18940.57,14678.94,273533539.4,18634.42
2017-12-19 00:00:00,18940.58,19160.79,16831.26,17700,21528.14,387206242.38,17986.05
2017-12-20 00:00:00,17700,17950,15343.04,16466.98,31172.23,521350550.61,16724.84
2017-12-21 00:00:00,16466.98,17281.17,15005,15600.01,20377.86,326730689.65,16033.61
2017-12-22 00:00:00,15600,15795.61,11159.93,14009.79,57444.89,772143020.64,13441.46
2017-12-23 00:00:00,13980,15756.22,13496.48,14619,21786.41,322120599.56,14785.39
2017-12-24 00:00:00,14619,14619.1,12488,14157.87,18519.49,250476423.64,13525.02
2017-12-25 00:00:00,14107.87,14650,13210,13911.28,11564.54,161347357.08,13951.9
2017-12-26 00:00:00,13925.5,16147.87,13746.95,15764.44,15051.16,230922569.15,15342.51
2017-12-27 00:00:00,15764.45,16480.52,14484,15364.93,15643.75,241860985.13,15460.55
2017-12-28 00:00:00,15390.05,15474.19,13500,14470.07,16557.22,234428578.54,14158.69
2017-12-29 00:00:00,14436.99,15111,13998,14340,13505.7,195727638.77,14492.22
2017-12-30 00:00:00,14351,14463.28,12050,12640,21749.67,285985550.32,13148.96
2017-12-31 00:00:00,12640,14296.06,12491.21,13880,11583.42,154552644.47,13342.58
2018-01-01 00:00:00,13880,13941.75,12801.38,13443.41,7688.03,102815718.45,13373.48
2018-01-02 00:00:00,13394.2,15257.53,12910.58,14678.94,16299.67,229138844.08,14057.88
2018-01-03 00:00:00,14670.96,15500,14546.28,15155.62,12275,183639413.74,14960.44
2018-01-04 00:00:00,15155.62,15430.27,14192.37,15143.67,15004.02,222160244.49,14806.72
2018-01-05 00:00:00,15143.67,17200,14810,16928,16248.91,259695892.85,15982.35
2018-01-06 00:00:00,16927.99,17234.99,16220,17149.67,9501.02,158389594.51,16670.8
2018-01-07 00:00:00,17142.43,17149.97,15707.16,16124.02,8632.81,141555094.16,16397.33
2018-01-08 00:00:00,16173.98,16300,13900,14999.99,16676.35,251877784.14,15103.89
2018-01-09 00:00:00,14999.99,15367.18,14123.97,14403.51,13913.52,204579121.58,14703.62
2018-01-10 00:00:00,14403.51,14900,13412,14890.02,18479.01,261210687.03,14135.53
2018-01-11 00:00:00,14899.99,14973.07,12800,13243.83,19630.08,266846190.81,13593.74
2018-01-12 00:00:00,13249.99,14152.19,12807.27,13781.41,13433.08,183399343.52,13652.81
2018-01-13 00:00:00,13829.28,14619.1,13789.42,14197.78,7488.99,106595650.09,14233.65
2018-01-14 00:00:00,14197.78,14365.81,13072.22,13647.99,7588.64,102783826.66,13544.44
2018-01-15 00:00:00,13647.99,14394.36,13429.25,13607.04,9444.64,131049852.36,13875.59
2018-01-16 00:00:00,13581.66,13607.04,10162,11386.34,38789.88,457725763.37,11800.13
2018-01-17 00:00:00,11393.97,11794.07,9222,11191.35,41356.19,433168120.05,10474.08
2018-01-18 00:00:00,11199,12146,10693,11247.57,22195.26,256082649.98,11537.72
2018-01-19 00:00:00,11290.9,12050.39,11025.18,11552,13203.26,151834406.42,11499.77
2018-01-20 00:00:00,11560.82,13052.12,11515.94,12775.99,10324.06,128912075.53,12486.57
2018-01-21 00:00:00,12782.99,12791.88,11100,11558.87,11596.44,137150604.64,11826.96
2018-01-22 00:00:00,11558.87,11910.78,10028.41,10808.99,17067.73,186028930.55,10899.45
2018-01-23 00:00:00,10810,11409.87,9927.54,10851.82,17250.18,184369293.73,10687.97
2018-01-24 00:00:00,10848.99,11500,10488.13,11400.96,11646.79,128825119.68,11061
2018-01-25 00:00:00,11400.98,11741.82,10868.57,11155.54,10212.92,115421975.03,11301.56
2018-01-26 00:00:00,11140.01,11635,10263.32,11092.95,15074.67,164020352.52,10880.53
2018-01-27 00:00:00,11093.74,11630.47,10815.84,11446.54,10309.81,116376809.52,11287.97
2018-01-28 00:00:00,11446.54,11989.15,11360.52,11685.58,9956.09,116531522.53,11704.54
2018-01-29 00:00:00,11685.58,11820.01,10991,11162.62,9996.36,112806531.76,11284.76
2018-01-30 00:00:00,11162.62,11222.36,9731.2,9971,21082.19,219169216.36,10395.94
2018-01-31 00:00:00,9971,10324,9514.96,10149,12743.51,126723437.34,9944.16
2018-02-01 00:00:00,10148.99,10187.56,8455,8998.99,26356.59,243067799.6,9222.28
2018-02-02 00:00:00,9010.87,9096.79,7625.25,8838.83,44406.02,373423805.08,8409.31
2018-02-03 00:00:00,8838.29,9491.2,8170.71,9225.86,16208.37,144713399.47,8928.31
2018-02-04 00:00:00,9225.31,9350.09,7825,8191,19110.67,162005632.56,8477.23
2018-02-05 00:00:00,8190.78,8335.56,6600,6874.27,46544.43,342210634.65,7352.34
2018-02-06 00:00:00,6878.65,8150,5920.72,7737.37,70961.37,487504446.04,6870
2018-02-07 00:00:00,7737.26,8649,7213.8,7588.01,32640.89,260674865.84,7986.14
2018-02-08 00:00:00,7588.01,8644.36,7565.5,8259.76,22746.39,187157997.66,8228.03
2018-02-09 00:00:00,8259.42,8779.62,7753.32,8693.98,18418.12,152040059.86,8254.92
2018-02-10 00:00:00,8693.98,9090.8,8170.86,8560,14670.56,127082570.69,8662.42
2018-02-11 00:00:00,8560,8560,7820,8067,12711.79,103542540.61,8145.4
2018-02-12 00:00:00,8077.25,8995,8067,8899,15071.04,130557481.61,8662.8
2018-02-13 00:00:00,8891.2,8951.89,8360.13,8522.99,11374.52,97689771.64,8588.47
2018-02-14 00:00:00,8504.57,9515,8504.57,9490.98,17468.74,158839393.25,9092.78
2018-02-15 00:00:00,9490.98,10234,9350,10018,21036.34,206814744.85,9831.31
2018-02-16 00:00:00,10011.3,10300,9707.51,10196,11857.64,118860367.74,10023.95
2018-02-17 00:00:00,10203.14,11135.83,10053.5,11101,14511.17,155314935.18,10703.13
2018-02-18 00:00:00,11101,11300,10153.15,10421.06,17623.08,188724919.34,10708.96
2018-02-19 00:00:00,10433.68,11262.48,10307.51,11173,11698.26,127802568.07,10924.92
2018-02-20 00:00:00,11159.12,11780,11080.37,11233.41,15880.91,182156478.02,11470.15
2018-02-21 00:00:00,11233.42,11275.74,10256,10449.4,19959.68,215353691.94,10789.44
2018-02-22 00:00:00,10446.79,10935,9731.2,9843.34,20204.69,206051152.36,10198.18
2018-02-23 00:00:00,9843.33,10405.3,9600,10166.1,16044.04,160782973.05,10021.35
2018-02-24 00:00:00,10135.2,10540.63,9373.48,9689.99,13972.71,137805304.52,9862.46
2018-02-25 00:00:00,9688.26,9883.41,9260,9590.04,11037.18,105367249.25,9546.58
2018-02-26 00:00:00,9595.99,10461.97,9376.34,10324.7,16156.81,162306362.39,10045.7
2018-02-27 00:00:00,10329.99,10850,10150,10566.3,10408.48,110086762.8,10576.64
2018-02-28 00:00:00,10572.49,11064.75,10255.07,10314.9,10490.75,111457734.83,10624.38
2018-03-01 00:00:00,10314.99,11090,10223.41,10903.13,9481.67,101712406.73,10727.27
2018-03-02 00:00:00,10917.37,11175,10774.01,11029.99,8329.1,91455982.5,10980.3
2018-03-03 00:00:00,11032.81,11503.24,11022.85,11445,7786.27,88241259.78,11332.93
2018-03-04 00:00:00,11445,11511,11054.91,11463.27,6831.63,77060624.28,11279.98
2018-03-05 00:00:00,11479.68,11688,11383.66,11419.24,9933.68,114638102.24,11540.35
2018-03-06 00:00:00,11417.39,11420.01,10560.19,10723.76,14734.42,161507885.73,10961.27
2018-03-07 00:00:00,10723.01,10911.78,9450,9913.03,26116.51,264099759.78,10112.37
2018-03-08 00:00:00,9904.52,10150,9078.95,9285.32,22522.43,217370120.92,9651.27
2018-03-09 00:00:00,9293.06,9420.39,8366,9230,29014.17,257069817.58,8860.15
2018-03-10 00:00:00,9228.83,9514.96,8697,8791.47,12886.59,118146982.45,9168.21
2018-03-11 00:00:00,8795.04,9768.37,8450,9535.04,16407.54,149758874.77,9127.44
2018-03-12 00:00:00,9535.04,9892,8742.07,9120.75,18751.02,175103380.07,9338.34
2018-03-13 00:00:00,9115.24,9482.79,8830,9142.32,16001.48,146461539.25,9153
2018-03-14 00:00:00,9152.07,9356.14,7948,8196.69,21191.02,182210730.85,8598.49
2018-03-15 00:00:00,8195.99,8425,7682,8265.05,18387.61,148610946.85,8082.12
2018-03-16 00:00:00,8265.05,8613.06,7914.08,8258.54,16498.62,137219222.82,8317.01
2018-03-17 00:00:00,8258.54,8356.4,7730.23,7860.83,12048.67,97294029.18,8075.09
2018-03-18 00:00:00,7860.83,8324.92,7325.37,8188.24,19547.36,150315447.64,7689.81
2018-03-19 00:00:00,8205.55,8718.74,8114.17,8596.93,19396.09,162448296.19,8375.31
2018-03-20 00:00:00,8596.79,9051,8313.01,8904.02,13454.82,116496170.95,8658.32
2018-03-21 00:00:00,8904.02,9188.1,8754.83,8893.79,12101,108594771.1,8974.03
2018-03-22 00:00:00,8892.18,9099.59,8503.52,8704.67,12587.63,109923828.13,8732.68
2018-03-23 00:00:00,8708.52,8920.79,8265,8920.79,13749.78,117134344.45,8518.99
2018-03-24 00:00:00,8917.99,9020,8505,8547,9731.98,85811618.32,8817.49
2018-03-25 00:00:00,8541.96,8680,8368.63,8453.9,9155.91,78013217.69,8520.53
2018-03-26 00:00:00,8451.12,8500,7831.15,8149.66,17693.42,145246518.54,8209.07
2018-03-27 00:00:00,8152.26,8211.62,7742.11,7791.7,12385.25,98488415.19,7952.07
2018-03-28 00:00:00,7791.69,8104.98,7723.03,7932.41,8437.64,66890222.86,7927.59
2018-03-29 00:00:00,7932.41,7968,6914.53,7088.38,22138.11,163975079.77,7406.91
2018-03-30 00:00:00,7086.14,7302.35,6550,6850,29101.45,199556780.67,6857.28
2018-03-31 00:00:00,6839.63,7231.73,6794.26,6928.62,11579.6,81326187.47,7023.23
2018-04-01 00:00:00,6926.5,7045.71,6427.16,6813.52,18046.94,121116431.4,6711.19
2018-04-02 00:00:00,6816.31,7106.5,6759.96,7052.76,13624.16,95159965.02,6984.65
2018-04-03 00:00:00,7052.75,7506.84,7001.28,7416.27,16089.54,118019785.63,7335.19
2018-04-04 00:00:00,7415.53,7430,6710.38,6799.95,15779.2,110954121.84,7031.67
2018-04-05 00:00:00,6799.37,6928.7,6578.95,6771.69,11894.54,80262665.41,6747.86
2018-04-06 00:00:00,6771.3,6850,6510,6618.33,8478.42,56294477.9,6639.74
2018-04-07 00:00:00,6627.7,7069.13,6600.99,6904.9,7683.04,52984840.5,6896.34
2018-04-08 00:00:00,6904.21,7104.52,6894.8,7027.26,4352.7,30482451.72,7003.12
2018-04-09 00:00:00,7027.26,7175.83,6611.49,6780.1,10103.92,69104966.97,6839.42
2018-04-10 00:00:00,6782.39,6900,6653.21,6835.67,6480.19,43978750.45,6786.64
2018-04-11 00:00:00,6824.75,6984.92,6809.26,6940.94,5825.41,40165964.26,6894.96
2018-04-12 00:00:00,6940.94,8069.34,6758.45,7923.78,19033.38,143664243.1,7548.02
2018-04-13 00:00:00,7923.78,8239.33,7753.32,7896.92,19605.94,157461506.32,8031.32
2018-04-14 00:00:00,7885.9,8232.14,7835,8000.41,8935.53,71681139.86,8022.03
2018-04-15 00:00:00,8003.39,8417,8001.23,8354.22,7542.84,62269321.05,8255.42
2018-04-16 00:00:00,8353.43,8424.99,7905,8048.15,10866.6,87993966.21,8097.65
2018-04-17 00:00:00,8054.68,8160.85,7806.81,7890.87,9277.15,74462014.27,8026.39
2018-04-18 00:00:00,7890.87,8235,7870.35,8172.84,9227.2,74525247.42,8076.69
2018-04-19 00:00:00,8172.83,8297.99,8074.44,8271.31,9436.85,77478927.09,8210.26
2018-04-20 00:00:00,8273,8934,8216.9,8861,16059.62,136267900.24,8485.12
2018-04-21 00:00:00,8865.78,9023.4,8608,8920.71,15336.31,134950187.05,8799.39
2018-04-22 00:00:00,8924.93,9036.52,8760,8789.96,9346.45,83089020.81,8889.9
2018-04-23 00:00:00,8781.7,9006.39,8771.22,8946.95,10286.12,91446649.76,8890.3
2018-04-24 00:00:00,8942,9737.16,8930,9648,20460.51,190711801.45,9320.97
2018-04-25 00:00:00,9648.36,9755.53,8751,8864.99,33035.9,303220038.56,9178.5
2018-04-26 00:00:00,8855.07,9326.79,8647.29,9274.48,20042.97,178009104.47,8881.37
2018-04-27 00:00:00,9277.32,9387.82,8901.09,8921.43,11375.51,104644754.14,9199.12
2018-04-28 00:00:00,8916.54,9442.34,8854.47,9345.11,15558.4,143728558.95,9238
2018-04-29 00:00:00,9352.97,9538.75,9180,9393.99,10940.72,102349678.47,9354.93
2018-04-30 00:00:00,9396.32,9443.96,9111,9242.17,8085.69,74978446.9,9272.98
2018-05-01 00:00:00,9243.51,9249.99,8815.91,9066.9,12138.26,109028331.07,8982.2
2018-05-02 00:00:00,9066.9,9259.16,8975.23,9222,10575.17,96344037.24,9110.4
2018-05-03 00:00:00,9220,9799.99,9165.19,9732.43,11670.8,109943721.45,9420.41
2018-05-04 00:00:00,9737,9784.73,9527.38,9696.57,7326.05,70716940.7,9652.8
2018-05-05 00:00:00,9689,9948.98,9670.68,9823.28,7403.11,72754286.99,9827.54
2018-05-06 00:00:00,9827.04,9918.41,9375,9623.54,8155.58,78150008.85,9582.4
2018-05-07 00:00:00,9621.99,9634.5,9175,9359.52,13616.35,127010639.85,9327.8
2018-05-08 00:00:00,9356.79,9450,9015,9167.69,11418.31,105415298.03,9232.13
2018-05-09 00:00:00,9181.52,9368.79,8974.62,9308.49,11368.83,104305920.46,9174.72
2018-05-10 00:00:00,9308.49,9393,8987.74,9020.99,11764.98,108645338.13,9234.64
2018-05-11 00:00:00,9007.19,9018.38,8351,8411.42,20383.93,177279927.98,8697.05
2018-05-12 00:00:00,8408.79,8652.8,8208.81,8481.6,15464.93,130051000.66,8409.41
2018-05-13 00:00:00,8481.72,8775.9,8335.56,8696.58,9835.22,84280724.78,8569.27
2018-05-14 00:00:00,8696.54,8900.9,8286.57,8674.36,18861.94,162135043.55,8595.89
2018-05-15 00:00:00,8674.53,8865,8400,8474.99,12391.83,107036084.46,8637.63
2018-05-16 00:00:00,8481.99,8505.33,8100.01,8346.59,12705.12,105058169.86,8268.96
2018-05-17 00:00:00,8337.77,8500,7980,8067.03,8259.12,68210896.57,8258.85
2018-05-18 00:00:00,8058.16,8275.1,7929.53,8248.87,7181.2,58093499.64,8089.66
2018-05-19 00:00:00,8248.99,8395,8141.08,8231.2,3784.08,31243933.28,8256.69
2018-05-20 00:00:00,8225.55,8590,8170.71,8518.48,5315,44509496.32,8374.32
2018-05-21 00:00:00,8518.64,8589.1,8320,8391.76,6126.97,51780405.45,8451.22
2018-05-22 00:00:00,8403.23,8417.65,7951.41,7984.08,9101.06,74532297.79,8189.41
2018-05-23 00:00:00,7983.98,8032.01,7435.49,7502.89,17635.9,136149933.06,7720.04
2018-05-24 00:00:00,7509.99,7733.99,7267.24,7586.88,11648.37,87486613.44,7510.63
2018-05-25 00:00:00,7579.3,7661.07,7328.13,7471.18,10088.84,75352118.7,7468.86
2018-05-26 00:00:00,7459.21,7622.87,7276.04,7335.99,4043.56,30225159.43,7474.89
2018-05-27 00:00:00,7335.99,7412.57,7213.09,7347.39,3144.45,22995002.76,7312.88
2018-05-28 00:00:00,7348.64,7445,7084.99,7112.5,6583.63,47652142.66,7237.97
2018-05-29 00:00:00,7112.2,7537,7026.9,7469.45,11049.92,80814280.45,7313.56
2018-05-30 00:00:00,7469.45,7559,7273.89,7375.73,8940.45,66460464.15,7433.68
2018-05-31 00:00:00,7375.64,7601.23,7330.22,7492.28,7339.01,55144260.57,7513.86
2018-06-01 00:00:00,7492.28,7620.01,7348.45,7511.6,6762.63,50587954.66,7480.52
2018-06-02 00:00:00,7511.72,7700,7438.92,7642,4012.17,30475405.25,7595.74
2018-06-03 00:00:00,7642,7790.69,7581.03,7703.67,4729.21,36376196.76,7691.81
2018-06-04 00:00:00,7712.97,7764.44,7449.68,7488.26,6990.55,52874207.37,7563.67
2018-06-05 00:00:00,7494.99,7685,7360,7617.98,9968.46,74707307.08,7494.37
2018-06-06 00:00:00,7617.98,7695.46,7482.61,7658.57,7058.06,53677946.08,7605.2
2018-06-07 00:00:00,7658.99,7750,7618.99,7689.28,7545.01,58063422.6,7695.61
2018-06-08 00:00:00,7676.41,7697,7542,7618.11,4676.56,35622819.63,7617.32
2018-06-09 00:00:00,7618.11,7686.45,7468.31,7492.7,2713.78,20619323.12,7598.01
2018-06-10 00:00:00,7498,7498,6627.7,6781.17,14392.7,100255171.17,6965.7
2018-06-11 00:00:00,6781.17,6919.97,6634.86,6880.61,11409.52,77070641.46,6754.94
2018-06-12 00:00:00,6880.76,6880.76,6461.42,6557.67,8827.6,59092996.24,6694.12
2018-06-13 00:00:00,6557.66,6624.45,6120,6307.4,19190.5,122786788.14,6398.31
2018-06-14 00:00:00,6308.49,6708.1,6270.69,6646.1,14185.84,92121861.87,6493.93
2018-06-15 00:00:00,6638.8,6666.66,6370,6390.6,7132.21,46685086.33,6545.67
2018-06-16 00:00:00,6390.6,6557.81,6333.63,6487.92,3553.7,22957650.67,6460.21
2018-06-17 00:00:00,6487.92,6575.35,6429.23,6453.41,2828.76,18412428.55,6509.02
2018-06-18 00:00:00,6451.03,6793,6381.25,6707.5,5940.17,38916063.79,6551.33
2018-06-19 00:00:00,6711.3,6841.81,6660.21,6736.52,5443.68,36644831.8,6731.63
2018-06-20 00:00:00,6728.44,6809.26,6558.95,6756.58,5193.77,34692917.9,6679.72
2018-06-21 00:00:00,6756.6,6792.2,6677.85,6718.33,4837.32,32564408.83,6731.91
2018-06-22 00:00:00,6718.33,6737.97,5940,6050.45,18544.14,116516606.03,6283.2
2018-06-23 00:00:00,6055.17,6261,6048.54,6177.38,4585.87,28145734.06,6137.49
2018-06-24 00:00:00,6169.91,6255.05,5780,6153.4,11423.59,68399360.49,5987.55
2018-06-25 00:00:00,6153.6,6365.34,6075.01,6253.61,9689.69,60122649.66,6204.81
2018-06-26 00:00:00,6252.28,6277,6025.68,6068,7751.62,47951768.39,6186.03
2018-06-27 00:00:00,6073.99,6181.11,5985,6135.64,7446.86,45361890.94,6091.41
2018-06-28 00:00:00,6135.64,6165.49,5818.14,5848.33,8878.4,53453287.6,6020.6
2018-06-29 00:00:00,5845.2,6299,5774.72,6204.24,12067.37,71636732.3,5936.4
2018-06-30 00:00:00,6204.01,6510,6190.28,6385.71,6915.09,44052425.65,6370.48
2018-07-01 00:00:00,6385.75,6438.55,6259.34,6349.99,4160.71,26417260.54,6349.23
2018-07-02 00:00:00,6345.48,6667.57,6270.69,6612.98,8799.8,57156646.61,6495.22
2018-07-03 00:00:00,6605.46,6666,6464.39,6507.99,5924.87,39007361.17,6583.67
2018-07-04 00:00:00,6507.99,6792.28,6413.2,6584.25,6706.73,44104610.98,6576.17
2018-07-05 00:00:00,6575.62,6700,6445.31,6533.69,7692.22,50623962.16,6581.19
2018-07-06 00:00:00,6533.69,6636.15,6449.76,6596.53,5457.67,35714562.2,6543.92
2018-07-07 00:00:00,6604.74,6820,6510,6759.99,4842.8,32039126.13,6615.83
2018-07-08 00:00:00,6755.46,6783.54,6674.6,6706.6,5145.85,34673975.5,6738.25
2018-07-09 00:00:00,6706.6,6814.72,6620,6666.75,7165.22,48058466.98,6707.19
2018-07-10 00:00:00,6666.75,6683.9,6270.84,6299.46,9163.02,59079611.2,6447.61
2018-07-11 00:00:00,6304.45,6400,6285,6380,6370.14,40422766.09,6345.67
2018-07-12 00:00:00,6379.13,6380,6072,6243.88,7792.47,48264011.74,6193.68
2018-07-13 00:00:00,6243.53,6337.25,6121.01,6215.59,5901.3,36792068.82,6234.57
2018-07-14 00:00:00,6208.78,6317.84,6180,6243.98,2584.73,16131386.29,6241.02
2018-07-15 00:00:00,6245.99,6397.21,6227.76,6349.3,3556.29,22531808.77,6335.76
2018-07-16 00:00:00,6353.25,6755,6333.63,6721.04,9404.06,61776752.48,6569.16
2018-07-17 00:00:00,6721.21,7468.31,6657.95,7310.71,12703.3,89443629.79,7040.98
2018-07-18 00:00:00,7310.71,7599.98,7239.15,7374.88,13347.88,99059622.37,7421.38
2018-07-19 00:00:00,7384.92,7570.9,7278.84,7471.42,8803.25,65189565.07,7405.17
2018-07-20 00:00:00,7474.35,7696.88,7265,7330.84,9379.17,69721139.88,7433.61
2018-07-21 00:00:00,7330.84,7458,7212,7409.92,4049.81,29657027.95,7323.07
2018-07-22 00:00:00,7398.16,7581.03,7336.15,7396.6,5107.98,38059816.24,7451.05
